,Country,Happiness2015,GDP2015,Freedom2015,Generosity2015,Year2015,Corruption2015,Happiness2016,GDP2016,Freedom2016,Generosity2016,Year2016,Corruption2016,Happiness2017,GDP2017,Freedom2017,Generosity2017,Year2017,Corruption2017,Happiness2018,GDP2018,Freedom2018,Generosity2018,Year2018,Corruption2018,Happiness2019,GDP2019,Freedom2019,Generosity2019,Year2019,Corruption2019,Happiness2020,GDP2020,Freedom2020,Generosity2020,Year2020,Corruption2020,Happiness2021,GDP2021,Freedom2021,Generosity2021,Year2021,Corruption2021
29,Argentina,6.574,1.05351,0.44974,0.11450999999999999,2015,0.08484,6.65,1.15137,0.42283999999999994,0.10989000000000002,2016,0.07296,6.59899997711182,1.18529546260834,0.49451920390129106,0.109457060694695,2017,0.05973988771438599,6.388,1.073,0.57,0.062,2018,0.054000000000000006,6.086,1.092,0.47100000000000003,0.066,2019,0.05,5.974699974,1.028465629,0.831132412,0.070100471,2020,0.8420098420000001,5.928999999999999,1.162,0.828,0.069,2021,0.8340000000000001
30,Czech Republic,6.505,1.17898,0.46363999999999994,0.10686,2015,0.02652,6.596,1.30915,0.41418,0.09929,2016,0.03986,6.60900020599365,1.35268235206604,0.49094617366790794,0.0881067588925362,2017,0.0368729270994663,6.711,1.2329999999999999,0.5429999999999999,0.064,2018,0.034,6.852,1.2690000000000001,0.457,0.046,2019,0.036000000000000004,6.9109001160000005,1.212322354,0.818537354,0.046325929,2020,0.85844624,6.965,1.37,0.858,0.052000000000000005,2021,0.868
31,Uruguay,6.485,1.06166,0.6036199999999999,0.2324,2015,0.24558000000000002,6.545,1.18157,0.54388,0.18056,2016,0.21394000000000002,6.4539999961853,1.2175596952438401,0.5793922543525699,0.175096929073334,2017,0.17806187272071802,6.379,1.093,0.625,0.13,2018,0.155,6.292999999999999,1.124,0.523,0.127,2019,0.15,6.440100192999999,1.071000457,0.892395437,0.132143691,2020,0.635994136,6.431,1.1640000000000001,0.8959999999999999,0.128,2021,0.59
32,Colombia,6.477,0.91861,0.53466,0.18400999999999998,2015,0.0512,6.481,1.0303200000000001,0.44735,0.15625999999999998,2016,0.053989999999999996,6.35699987411499,1.07062232494354,0.47748741507530196,0.14901447296142598,2017,0.0466687418520451,6.26,0.96,0.531,0.099,2018,0.039,6.125,0.985,0.47,0.099,2019,0.034,6.163400172999999,0.93220371,0.8361799120000001,0.092374094,2020,0.86457181,6.0120000000000005,1.021,0.8370000000000001,0.1,2021,0.841
33,Thailand,6.455,0.9669,0.5566399999999999,0.5763,2015,0.031869999999999996,6.474,1.0893,0.49553,0.58696,2016,0.02833,6.4239997863769505,1.12786877155304,0.580200731754303,0.572123110294342,2017,0.0316127352416515,6.072,1.016,0.637,0.364,2018,0.028999999999999998,6.007999999999999,1.05,0.557,0.359,2019,0.027999999999999997,5.9987998010000005,1.007029295,0.905063033,0.376709014,2020,0.8862723109999999,5.985,1.107,0.884,0.375,2021,0.895
34,Saudi Arabia,6.4110000000000005,1.39541,0.31048000000000003,0.13706,2015,0.32524000000000003,6.379,1.48953,0.37904,0.15457,2016,0.30008,6.343999862670901,1.53062355518341,0.449750572443008,0.147616013884544,2017,0.27343225479126004,6.371,1.379,0.509,0.098,2018,0.127,6.375,1.403,0.439,0.08,2019,0.132,6.406499863,1.334328532,0.854191244,0.087440684,2020,0.682619512,6.494,1.435,0.877,0.09,2021,0.684
35,Spain,6.329,1.23011,0.45951000000000003,0.18227000000000002,2015,0.06398,6.361000000000001,1.34253,0.37545,0.17665,2016,0.06137000000000001,6.40299987792969,1.38439786434174,0.408781230449677,0.190133571624756,2017,0.0709140971302986,6.31,1.251,0.449,0.142,2018,0.07400000000000001,6.354,1.286,0.36200000000000004,0.153,2019,0.079,6.4008998870000005,1.230535269,0.751989543,0.16530548,2020,0.765859902,6.4910000000000005,1.375,0.7609999999999999,0.135,2021,0.745
36,Malta,6.3020000000000005,1.2074,0.60365,0.51752,2015,0.13585999999999998,6.4879999999999995,1.30782,0.54994,0.56237,2016,0.17554,6.52699995040894,1.34327983856201,0.588767051696777,0.5747305750846861,2017,0.153066068887711,6.627000000000001,1.27,0.645,0.376,2018,0.142,6.726,1.3,0.564,0.375,2019,0.151,6.772799968999999,1.2525132890000001,0.9249114390000001,0.341180831,2020,0.658547282,6.602,1.411,0.927,0.275,2021,0.653
37,Taiwan,6.297999999999999,1.29098,0.3974,0.25376,2015,0.08129,6.379,1.39729,0.32377,0.25495,2016,0.0663,,,,,,,6.441,1.365,0.418,0.151,2018,0.078,6.446000000000001,1.368,0.35100000000000003,0.242,2019,0.09699999999999999,,,,,,,,,,,,
38,Kuwait,6.295,1.5542200000000002,0.55499,0.16228,2015,0.25609,6.239,1.61714,0.43166000000000004,0.15965,2016,0.23669,6.10500001907349,1.63295245170593,0.49633759260177596,0.228289797902107,2017,0.21515955030918102,6.082999999999999,1.474,0.5539999999999999,0.16699999999999998,2018,0.106,6.021,1.5,0.493,0.142,2019,0.09699999999999999,6.102099895,1.424833655,0.8723664879999999,0.132751092,2020,0.7608490590000001,6.106,1.4609999999999999,0.867,0.12,2021,0.736
39,Suriname,6.269,0.99534,0.5965699999999999,0.16990999999999998,2015,0.13633,6.269,1.09686,0.5223399999999999,0.16665,2016,0.12692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Trinidad and Tobago,6.167999999999999,1.21183,0.55884,0.31844,2015,0.0114,6.167999999999999,1.32572,0.48453,0.31935,2016,0.01241,6.1680002212524405,1.36135590076447,0.518630743026733,0.32529646158218395,2017,0.00896481610834599,,,,,,,,,,,,,6.1918997760000005,1.167641521,0.8579071159999999,0.199358255,2020,0.9122306109999999,,,,,,
41,El Salvador,6.13,0.76454,0.4035,0.10692,2015,0.11775999999999999,6.068,0.8737,0.37269,0.08877,2016,0.10613,6.002999782562259,0.9097844958305359,0.432452529668808,0.0782579854130745,2017,0.0899809598922729,6.167000000000001,0.8059999999999999,0.461,0.065,2018,0.08199999999999999,6.252999999999999,0.794,0.43,0.09300000000000001,2019,0.07400000000000001,6.34829998,0.748940408,0.833805263,0.11893630000000001,2020,0.754319906,6.061,0.845,0.888,0.11599999999999999,2021,0.688
42,Guatemala,6.122999999999999,0.74553,0.57733,0.27489,2015,0.09472,6.324,0.83454,0.50379,0.28808,2016,0.08701,6.4539999961853,0.872001945972443,0.5313106179237371,0.283488392829895,2017,0.0772232785820961,6.382000000000001,0.7809999999999999,0.604,0.179,2018,0.071,6.436,0.8,0.535,0.175,2019,0.078,6.398900032,0.7538157109999999,0.9081475729999999,0.170611665,2020,0.783237457,6.435,0.845,0.9059999999999999,0.163,2021,0.775
43,Uzbekistan,6.002999999999999,0.63244,0.6582100000000001,0.22837,2015,0.30826,5.987,0.7359100000000001,0.60848,0.34326,2016,0.28333,5.97100019454956,0.786441087722778,0.6582486629486078,0.41598364710807795,2017,0.246528223156929,6.096,0.7190000000000001,0.7240000000000001,0.32799999999999996,2018,0.259,6.1739999999999995,0.745,0.631,0.322,2019,0.24,6.257599831,0.6966529490000001,0.974998116,0.36331102299999996,2020,0.501497388,6.178999999999999,0.769,0.97,0.391,2021,0.515
44,Slovakia,5.995,1.1689100000000001,0.31751,0.16893,2015,0.03431,6.077999999999999,1.27973,0.23390999999999998,0.13837,2016,0.02947,6.09800004959106,1.32539355754852,0.295817464590073,0.136544480919838,2017,0.0242108516395092,6.172999999999999,1.21,0.354,0.11800000000000001,2018,0.013999999999999999,6.1979999999999995,1.246,0.33399999999999996,0.121,2019,0.013999999999999999,6.280600071,1.194837689,0.7499526740000001,0.11672977400000001,2020,0.918096125,6.331,1.304,0.7659999999999999,0.107,2021,0.9109999999999999
45,Japan,5.987,1.27074,0.49615,0.10705,2015,0.1806,5.921,1.3800700000000001,0.46761,0.10224,2016,0.18985,5.92000007629395,1.41691517829895,0.505625545978546,0.12057276815175999,2017,0.163760736584663,5.915,1.294,0.5529999999999999,0.079,2018,0.15,5.886,1.327,0.445,0.069,2019,0.14,5.870800018,1.26672411,0.8099613790000001,0.03571178,2020,0.654558063,5.94,1.389,0.7959999999999999,0.02,2021,0.638
46,South Korea,5.984,1.24461,0.33208000000000004,0.18557,2015,0.07857,5.835,1.35948,0.25168,0.18824000000000002,2016,0.07716,5.837999820709231,1.40167844295502,0.257921665906906,0.206674367189407,2017,0.0632826685905457,5.875,1.266,0.244,0.175,2018,0.051,5.895,1.301,0.159,0.175,2019,0.055999999999999994,5.872399807000001,1.245300651,0.6129651070000001,0.17030386600000003,2020,0.789067447,5.845,1.403,0.672,0.134,2021,0.727
47,Ecuador,5.975,0.8640200000000001,0.48573999999999995,0.11540999999999998,2015,0.1809,5.976,0.97306,0.4027,0.10074,2016,0.18037,6.00799989700317,1.00082039833069,0.4551981985569,0.15011246502399403,2017,0.140134647488594,5.973,0.889,0.556,0.114,2018,0.12,6.028,0.912,0.498,0.126,2019,0.087,5.925199986,0.853383601,0.8598289490000001,0.115006477,2020,0.8012151120000001,5.763999999999999,0.935,0.8420000000000001,0.107,2021,0.843
48,Bahrain,5.96,1.32376,0.45492,0.17362,2015,0.306,6.218,1.44024,0.47375,0.17147,2016,0.25772,6.08699989318848,1.4884122610092199,0.536746919155121,0.17266848683357197,2017,0.257042169570923,6.105,1.338,0.594,0.243,2018,0.12300000000000001,6.199,1.3619999999999999,0.536,0.255,2019,0.11,6.227300167,1.296692252,0.905855775,0.287453711,2020,0.7393470999999999,6.647,1.409,0.925,0.24600000000000002,2021,0.722
49,Italy,5.9479999999999995,1.25114,0.26236,0.22823000000000002,2015,0.02901,5.977,1.35495,0.18827,0.16684000000000002,2016,0.02556,5.96400022506714,1.3950666189193701,0.256450712680817,0.17278964817523998,2017,0.0280280914157629,6.0,1.264,0.281,0.13699999999999998,2018,0.027999999999999997,6.223,1.294,0.231,0.158,2019,0.03,6.38740015,1.236396074,0.66465199,0.17026621100000003,2020,0.873404682,6.483,1.393,0.693,0.133,2021,0.866
50,Bolivia,5.89,0.68133,0.57414,0.20536,2015,0.08800000000000001,5.822,0.79422,0.50961,0.21698,2016,0.07746,5.82299995422363,0.833756566047668,0.5587329268455511,0.22556072473526,2017,0.0604777261614799,5.752000000000001,0.7509999999999999,0.606,0.141,2018,0.054000000000000006,5.779,0.7759999999999999,0.511,0.13699999999999998,2019,0.064,5.747499942999999,0.7309763429999999,0.875873327,0.13837507400000001,2020,0.8226062059999999,5.716,0.8420000000000001,0.875,0.138,2021,0.8390000000000001
51,Moldova,5.888999999999999,0.59448,0.32818,0.20951,2015,0.01615,5.897,0.69177,0.25201999999999997,0.19997,2016,0.019030000000000002,5.837999820709231,0.7288706302642819,0.24072904884815197,0.20877912640571603,2017,0.0100912861526012,5.64,0.657,0.23199999999999998,0.171,2018,0.0,5.529,0.685,0.245,0.18100000000000002,2019,0.0,5.607500076,0.7079167959999999,0.721609175,0.174049184,2020,0.913314283,5.766,0.985,0.8220000000000001,0.13699999999999998,2021,0.9179999999999999
52,Paraguay,5.877999999999999,0.75985,0.53899,0.3424,2015,0.08242000000000001,5.537999999999999,0.8937299999999999,0.46235,0.25296,2016,0.07396,5.493000030517581,0.932537317276001,0.473507791757584,0.224150657653809,2017,0.091065913438797,5.681,0.835,0.541,0.162,2018,0.07400000000000001,5.742999999999999,0.855,0.514,0.184,2019,0.08,5.6921000479999995,0.897990823,0.885923445,0.20429924100000002,2020,0.8347885009999999,5.653,0.983,0.8759999999999999,0.20600000000000002,2021,0.882
53,Kazakhstan,5.855,1.1225399999999999,0.51649,0.11827,2015,0.08454,5.919,1.22943,0.4052,0.15011,2016,0.11132,5.8189997673034695,1.2845562696456898,0.43745428323745705,0.20196442306041698,2017,0.11928288638591802,5.79,1.143,0.45399999999999996,0.14800000000000002,2018,0.121,5.809,1.173,0.41,0.146,2019,0.096,6.0578999520000005,1.122594237,0.811601937,0.15371379300000002,2020,0.7644908429999999,6.152,1.23,0.853,0.14300000000000002,2021,0.733
54,Slovenia,5.848,1.18498,0.60855,0.25328,2015,0.03787,5.768,1.2994700000000001,0.53164,0.25738,2016,0.03635,5.75799989700317,1.3412059545516999,0.572575807571411,0.242649093270302,2017,0.0451289787888527,5.9479999999999995,1.219,0.633,0.16,2018,0.051,6.117999999999999,1.258,0.564,0.14400000000000002,2019,0.057,6.363399982000001,1.208652496,0.936142623,0.145701498,2020,0.817071021,6.461,1.36,0.9490000000000001,0.122,2021,0.8059999999999999
55,Lithuania,5.832999999999999,1.14723,0.21341999999999997,0.026410000000000003,2015,0.01031,5.813,1.2692,0.18929,0.02025,2016,0.0182,5.90199995040894,1.3145823478698702,0.234231784939766,0.010164656676352,2017,0.0118656428530812,5.952000000000001,1.197,0.35,0.026000000000000002,2018,0.006,6.149,1.238,0.29100000000000004,0.043,2019,0.042,6.215499877999999,1.193559647,0.747381449,0.053691040999999995,2020,0.809583843,6.255,1.35,0.773,0.055999999999999994,2021,0.826
56,Nicaragua,5.827999999999999,0.59325,0.55475,0.27815,2015,0.19317,5.992000000000001,0.69384,0.46581999999999996,0.29773,2016,0.16292,6.07100009918213,0.737299203872681,0.447551846504211,0.301674216985703,2017,0.130687981843948,6.141,0.6679999999999999,0.527,0.20800000000000002,2018,0.128,6.105,0.6940000000000001,0.435,0.2,2019,0.127,6.13710022,0.620033145,0.8639028670000001,0.212871477,2020,0.665950119,5.972,0.693,0.836,0.201,2021,0.664
