,Country,Region,2015Happiness,2015GDP,2015Generosity,2015Trust (Government Corruption),2016Happiness,2016GDP,2016Generosity,2016Trust (Government Corruption),2017Happiness,2017GDP,2017Generosity,2017Trust (Government Corruption),2018Happiness,2018GDP,2018Generosity,2018Trust (Government Corruption),2019Happiness,2019GDP,2019Generosity,2019Trust (Government Corruption),2021Happiness,2021GDP,2021Generosity,2021Trust (Government Corruption)
24,Chile,Latin America and Caribbean,6.67,1.10715,0.33363000000000004,0.12869,6.705,1.2167,0.31595,0.11450999999999999,6.65199995040894,1.25278460979462,0.3266624212265011,0.0822879821062088,6.476,1.131,0.19699999999999998,0.061,6.444,1.159,0.187,0.055999999999999994,6.172000000000001,1.2,0.159,0.83
25,France,Western Europe,6.575,1.27778,0.12332,0.20646,6.478,1.39488,0.1216,0.17808,6.44199991226196,1.43092346191406,0.129762306809425,0.172502428293228,6.489,1.2930000000000001,0.098,0.17600000000000002,6.5920000000000005,1.324,0.111,0.183,6.69,1.421,0.092,0.5710000000000001
26,Argentina,Latin America and Caribbean,6.574,1.05351,0.11450999999999999,0.08484,6.65,1.15137,0.10989000000000002,0.07296,6.59899997711182,1.18529546260834,0.109457060694695,0.05973988771438599,6.388,1.073,0.062,0.054000000000000006,6.086,1.092,0.066,0.05,5.928999999999999,1.162,0.069,0.8340000000000001
27,Czech Republic,Central and Eastern Europe,6.505,1.17898,0.10686,0.02652,6.596,1.30915,0.09929,0.03986,6.60900020599365,1.35268235206604,0.0881067588925362,0.0368729270994663,6.711,1.2329999999999999,0.064,0.034,6.852,1.2690000000000001,0.046,0.036000000000000004,6.965,1.37,0.052000000000000005,0.868
28,Uruguay,Latin America and Caribbean,6.485,1.06166,0.2324,0.24558000000000002,6.545,1.18157,0.18056,0.21394000000000002,6.4539999961853,1.2175596952438401,0.175096929073334,0.17806187272071802,6.379,1.093,0.13,0.155,6.292999999999999,1.124,0.127,0.15,6.431,1.1640000000000001,0.128,0.59
29,Colombia,Latin America and Caribbean,6.477,0.91861,0.18400999999999998,0.0512,6.481,1.0303200000000001,0.15625999999999998,0.053989999999999996,6.35699987411499,1.07062232494354,0.14901447296142598,0.0466687418520451,6.26,0.96,0.099,0.039,6.125,0.985,0.099,0.034,6.0120000000000005,1.021,0.1,0.841
30,Thailand,Southeastern Asia,6.455,0.9669,0.5763,0.031869999999999996,6.474,1.0893,0.58696,0.02833,6.4239997863769505,1.12786877155304,0.572123110294342,0.0316127352416515,6.072,1.016,0.364,0.028999999999999998,6.007999999999999,1.05,0.359,0.027999999999999997,5.985,1.107,0.375,0.895
31,Saudi Arabia,Middle East and Northern Africa,6.4110000000000005,1.39541,0.13706,0.32524000000000003,6.379,1.48953,0.15457,0.30008,6.343999862670901,1.53062355518341,0.147616013884544,0.27343225479126004,6.371,1.379,0.098,0.127,6.375,1.403,0.08,0.132,6.494,1.435,0.09,0.684
32,Spain,Western Europe,6.329,1.23011,0.18227000000000002,0.06398,6.361000000000001,1.34253,0.17665,0.06137000000000001,6.40299987792969,1.38439786434174,0.190133571624756,0.0709140971302986,6.31,1.251,0.142,0.07400000000000001,6.354,1.286,0.153,0.079,6.4910000000000005,1.375,0.135,0.745
33,Malta,Western Europe,6.3020000000000005,1.2074,0.51752,0.13585999999999998,6.4879999999999995,1.30782,0.56237,0.17554,6.52699995040894,1.34327983856201,0.5747305750846861,0.153066068887711,6.627000000000001,1.27,0.376,0.142,6.726,1.3,0.375,0.151,6.602,1.411,0.275,0.653
34,Kuwait,Middle East and Northern Africa,6.295,1.5542200000000002,0.16228,0.25609,6.239,1.61714,0.15965,0.23669,6.10500001907349,1.63295245170593,0.228289797902107,0.21515955030918102,6.082999999999999,1.474,0.16699999999999998,0.106,6.021,1.5,0.142,0.09699999999999999,6.106,1.4609999999999999,0.12,0.736
35,El Salvador,Latin America and Caribbean,6.13,0.76454,0.10692,0.11775999999999999,6.068,0.8737,0.08877,0.10613,6.002999782562259,0.9097844958305359,0.0782579854130745,0.0899809598922729,6.167000000000001,0.8059999999999999,0.065,0.08199999999999999,6.252999999999999,0.794,0.09300000000000001,0.07400000000000001,6.061,0.845,0.11599999999999999,0.688
36,Guatemala,Latin America and Caribbean,6.122999999999999,0.74553,0.27489,0.09472,6.324,0.83454,0.28808,0.08701,6.4539999961853,0.872001945972443,0.283488392829895,0.0772232785820961,6.382000000000001,0.7809999999999999,0.179,0.071,6.436,0.8,0.175,0.078,6.435,0.845,0.163,0.775
37,Uzbekistan,Central and Eastern Europe,6.002999999999999,0.63244,0.22837,0.30826,5.987,0.7359100000000001,0.34326,0.28333,5.97100019454956,0.786441087722778,0.41598364710807795,0.246528223156929,6.096,0.7190000000000001,0.32799999999999996,0.259,6.1739999999999995,0.745,0.322,0.24,6.178999999999999,0.769,0.391,0.515
38,Slovakia,Central and Eastern Europe,5.995,1.1689100000000001,0.16893,0.03431,6.077999999999999,1.27973,0.13837,0.02947,6.09800004959106,1.32539355754852,0.136544480919838,0.0242108516395092,6.172999999999999,1.21,0.11800000000000001,0.013999999999999999,6.1979999999999995,1.246,0.121,0.013999999999999999,6.331,1.304,0.107,0.9109999999999999
39,Japan,Eastern Asia,5.987,1.27074,0.10705,0.1806,5.921,1.3800700000000001,0.10224,0.18985,5.92000007629395,1.41691517829895,0.12057276815175999,0.163760736584663,5.915,1.294,0.079,0.15,5.886,1.327,0.069,0.14,5.94,1.389,0.02,0.638
40,South Korea,Eastern Asia,5.984,1.24461,0.18557,0.07857,5.835,1.35948,0.18824000000000002,0.07716,5.837999820709231,1.40167844295502,0.206674367189407,0.0632826685905457,5.875,1.266,0.175,0.051,5.895,1.301,0.175,0.055999999999999994,5.845,1.403,0.134,0.727
41,Ecuador,Latin America and Caribbean,5.975,0.8640200000000001,0.11540999999999998,0.1809,5.976,0.97306,0.10074,0.18037,6.00799989700317,1.00082039833069,0.15011246502399403,0.140134647488594,5.973,0.889,0.114,0.12,6.028,0.912,0.126,0.087,5.763999999999999,0.935,0.107,0.843
42,Bahrain,Middle East and Northern Africa,5.96,1.32376,0.17362,0.306,6.218,1.44024,0.17147,0.25772,6.08699989318848,1.4884122610092199,0.17266848683357197,0.257042169570923,6.105,1.338,0.243,0.12300000000000001,6.199,1.3619999999999999,0.255,0.11,6.647,1.409,0.24600000000000002,0.722
43,Italy,Western Europe,5.9479999999999995,1.25114,0.22823000000000002,0.02901,5.977,1.35495,0.16684000000000002,0.02556,5.96400022506714,1.3950666189193701,0.17278964817523998,0.0280280914157629,6.0,1.264,0.13699999999999998,0.027999999999999997,6.223,1.294,0.158,0.03,6.483,1.393,0.133,0.866
44,Bolivia,Latin America and Caribbean,5.89,0.68133,0.20536,0.08800000000000001,5.822,0.79422,0.21698,0.07746,5.82299995422363,0.833756566047668,0.22556072473526,0.0604777261614799,5.752000000000001,0.7509999999999999,0.141,0.054000000000000006,5.779,0.7759999999999999,0.13699999999999998,0.064,5.716,0.8420000000000001,0.138,0.8390000000000001
45,Moldova,Central and Eastern Europe,5.888999999999999,0.59448,0.20951,0.01615,5.897,0.69177,0.19997,0.019030000000000002,5.837999820709231,0.7288706302642819,0.20877912640571603,0.0100912861526012,5.64,0.657,0.171,0.0,5.529,0.685,0.18100000000000002,0.0,5.766,0.985,0.13699999999999998,0.9179999999999999
46,Paraguay,Latin America and Caribbean,5.877999999999999,0.75985,0.3424,0.08242000000000001,5.537999999999999,0.8937299999999999,0.25296,0.07396,5.493000030517581,0.932537317276001,0.224150657653809,0.091065913438797,5.681,0.835,0.162,0.07400000000000001,5.742999999999999,0.855,0.184,0.08,5.653,0.983,0.20600000000000002,0.882
47,Kazakhstan,Central and Eastern Europe,5.855,1.1225399999999999,0.11827,0.08454,5.919,1.22943,0.15011,0.11132,5.8189997673034695,1.2845562696456898,0.20196442306041698,0.11928288638591802,5.79,1.143,0.14800000000000002,0.121,5.809,1.173,0.146,0.096,6.152,1.23,0.14300000000000002,0.733
48,Slovenia,Central and Eastern Europe,5.848,1.18498,0.25328,0.03787,5.768,1.2994700000000001,0.25738,0.03635,5.75799989700317,1.3412059545516999,0.242649093270302,0.0451289787888527,5.9479999999999995,1.219,0.16,0.051,6.117999999999999,1.258,0.14400000000000002,0.057,6.461,1.36,0.122,0.8059999999999999
49,Lithuania,Central and Eastern Europe,5.832999999999999,1.14723,0.026410000000000003,0.01031,5.813,1.2692,0.02025,0.0182,5.90199995040894,1.3145823478698702,0.010164656676352,0.0118656428530812,5.952000000000001,1.197,0.026000000000000002,0.006,6.149,1.238,0.043,0.042,6.255,1.35,0.055999999999999994,0.826
50,Nicaragua,Latin America and Caribbean,5.827999999999999,0.59325,0.27815,0.19317,5.992000000000001,0.69384,0.29773,0.16292,6.07100009918213,0.737299203872681,0.301674216985703,0.130687981843948,6.141,0.6679999999999999,0.20800000000000002,0.128,6.105,0.6940000000000001,0.2,0.127,5.972,0.693,0.201,0.664
51,Peru,Latin America and Caribbean,5.824,0.9001899999999999,0.14982,0.05989,5.742999999999999,0.9960200000000001,0.14527,0.05292,5.71500015258789,1.0352252721786501,0.126819714903831,0.0470490865409374,5.662999999999999,0.934,0.092,0.034,5.697,0.96,0.083,0.027000000000000003,5.84,0.986,0.087,0.8909999999999999
52,Belarus,Central and Eastern Europe,5.813,1.0319200000000002,0.11045999999999999,0.1909,5.8020000000000005,1.1306200000000002,0.13942000000000002,0.17457,5.5689997673034695,1.15655755996704,0.15513750910759,0.156313821673393,5.483,1.0390000000000001,0.10099999999999999,0.154,5.3229999999999995,1.067,0.094,0.142,5.534,1.124,0.07,0.627
53,Poland,Central and Eastern Europe,5.791,1.12555,0.16759000000000002,0.04212,5.835,1.24585,0.14443,0.055,5.97300004959106,1.29178786277771,0.158465966582298,0.0593078061938286,6.122999999999999,1.176,0.10800000000000001,0.064,6.182,1.206,0.11699999999999999,0.05,6.166,1.3090000000000002,0.08,0.735
54,Malaysia,Southeastern Asia,5.77,1.12486,0.33075,0.10500999999999999,6.005,1.25142,0.41473999999999994,0.09081,6.08400011062622,1.29121541976929,0.416608929634094,0.0656007081270218,6.322,1.161,0.311,0.059000000000000004,5.3389999999999995,1.2209999999999999,0.26,0.024,5.3839999999999995,1.2590000000000001,0.27,0.8390000000000001
55,Croatia,Central and Eastern Europe,5.7589999999999995,1.08254,0.054439999999999995,0.0243,5.4879999999999995,1.18649,0.18434,0.04002,5.2930002212524405,1.22255623340607,0.248002976179123,0.0431031100451946,5.321000000000001,1.115,0.12,0.039,5.432,1.155,0.11900000000000001,0.022000000000000002,5.882000000000001,1.251,0.111,0.9390000000000001
56,Libya,Middle East and Northern Africa,5.754,1.13145,0.18295,0.11023,5.615,1.0668799999999998,0.17087,0.10339000000000001,5.525000095367429,1.1018030643463101,0.15207366645336198,0.0926102101802826,5.566,0.985,0.11599999999999999,0.14800000000000002,5.525,1.044,0.133,0.152,5.41,1.044,0.131,0.667
57,Russia,Central and Eastern Europe,5.716,1.13764,0.00199,0.03005,5.856,1.2322799999999998,0.027360000000000002,0.03586,5.962999820709231,1.28177809715271,0.0522638224065304,0.0329628810286522,5.81,1.151,0.065,0.025,5.648,1.183,0.08199999999999999,0.031,5.477,1.2409999999999999,0.115,0.845
58,Jamaica,Latin America and Caribbean,5.709,0.81038,0.2123,0.02299,5.51,0.89333,0.22245,0.04294,5.31099987030029,0.925579309463501,0.23381833732128102,0.0552677810192108,5.89,0.8190000000000001,0.096,0.031,5.89,0.831,0.107,0.027999999999999997,6.309,0.8909999999999999,0.099,0.884
59,Cyprus,Western Europe,5.689,1.20813,0.30638000000000004,0.06146,5.546,1.31857,0.27906,0.05227999999999999,5.62099981307983,1.3559380769729599,0.271254301071167,0.0412379764020443,5.7620000000000005,1.229,0.20199999999999999,0.035,6.046,1.263,0.19,0.040999999999999995,6.223,1.3769999999999998,0.17800000000000002,0.8440000000000001
60,Algeria,Middle East and Northern Africa,5.605,0.93929,0.07822,0.17382999999999998,6.355,1.05266,0.07044,0.16157,5.872000217437741,1.09186446666718,0.0694366469979286,0.14609611034393302,5.295,0.9790000000000001,0.055,0.135,5.211,1.002,0.073,0.114,4.887,0.946,0.14400000000000002,0.752
61,Kosovo,Central and Eastern Europe,5.5889999999999995,0.80148,0.2831,0.04741,5.401,0.90145,0.27992,0.06547,5.27899980545044,0.951484382152557,0.319931447505951,0.0574716180562973,5.662000000000001,0.855,0.27399999999999997,0.023,6.1,0.882,0.262,0.006,6.372000000000001,0.937,0.35600000000000004,0.917
62,Turkmenistan,Central and Eastern Europe,5.547999999999999,0.95847,0.16979,0.30844,5.6579999999999995,1.08017,0.22566999999999998,0.28467,5.82200002670288,1.1307767629623402,0.24992498755454998,0.25927034020423895,5.636,1.016,0.19899999999999998,0.037000000000000005,5.247000000000001,1.052,0.244,0.027999999999999997,5.066,1.046,0.366,0.888
63,Mauritius,Sub-Saharan Africa,5.477,1.0076100000000001,0.37744,0.07521,5.648,1.14372,0.36951,0.05202999999999999,5.62900018692017,1.1893955469131499,0.360933750867844,0.0421815551817417,5.891,1.09,0.245,0.05,5.888,1.12,0.215,0.06,6.0489999999999995,1.178,0.153,0.789
64,Estonia,Central and Eastern Europe,5.428999999999999,1.15174,0.0868,0.15184,5.517,1.2796399999999999,0.08423,0.18519000000000002,5.61100006103516,1.3208793401718102,0.0988908112049103,0.18324892222881303,5.739,1.2,0.086,0.174,5.893,1.237,0.10300000000000001,0.161,6.189,1.344,0.11900000000000001,0.527
65,Indonesia,Southeastern Asia,5.399,0.8282700000000001,0.51535,0.0,5.314,0.95104,0.56521,0.00322,5.26200008392334,0.995538592338562,0.611704587936401,0.0153171354904771,5.093,0.899,0.484,0.018000000000000002,5.192,0.9309999999999999,0.498,0.027999999999999997,5.345,0.9540000000000001,0.541,0.867
66,Vietnam,Southeastern Asia,5.36,0.63216,0.1686,0.10440999999999999,5.061,0.74037,0.25075,0.11556,5.07399988174438,0.7885475754737851,0.23496805131435397,0.0876332372426987,5.103,0.715,0.177,0.079,5.175,0.741,0.147,0.073,5.4110000000000005,0.8170000000000001,0.124,0.7959999999999999
67,Turkey,Middle East and Northern Africa,5.332000000000001,1.06098,0.12253,0.15746,5.388999999999999,1.1649200000000002,0.04707,0.12347999999999999,5.5,1.1982743740081798,0.0466930419206619,0.0996715798974037,5.483,1.148,0.106,0.109,5.372999999999999,1.183,0.083,0.106,4.948,1.26,0.09699999999999999,0.7759999999999999
68,Kyrgyzstan,Central and Eastern Europe,5.2860000000000005,0.47428000000000003,0.3003,0.042319999999999997,5.185,0.5604399999999999,0.38432,0.047619999999999996,5.0040001869201705,0.5962200760841371,0.42858037352562,0.0394391790032387,5.131,0.53,0.281,0.035,5.261,0.551,0.3,0.023,5.744,0.665,0.266,0.9079999999999999
69,Nigeria,Sub-Saharan Africa,5.268,0.65435,0.27233,0.0403,4.875,0.75216,0.23219,0.0305,5.07399988174438,0.783756256103516,0.23094719648361198,0.0261215660721064,5.155,0.6890000000000001,0.201,0.032,5.265,0.696,0.215,0.040999999999999995,4.7589999999999995,0.6629999999999999,0.212,0.878
70,Azerbaijan,Central and Eastern Europe,5.212000000000001,1.02389,0.07799,0.16065,5.291,1.12373,0.0564,0.17914000000000002,5.234000205993651,1.1536017656326298,0.0452693402767181,0.180987507104874,5.2010000000000005,1.024,0.031,0.17600000000000002,5.207999999999999,1.043,0.035,0.182,5.171,1.025,0.043,0.506
71,Pakistan,Southern Asia,5.194,0.59543,0.33671,0.10464000000000001,5.132000000000001,0.68816,0.31185,0.1388,5.26900005340576,0.7268835306167599,0.31544601917266807,0.12434806674718901,5.472,0.652,0.21600000000000003,0.113,5.653,0.677,0.22,0.098,4.934,0.637,0.252,0.787
72,Jordan,Middle East and Northern Africa,5.192,0.9019799999999999,0.11052999999999999,0.14293,5.303,0.9967299999999999,0.14262,0.13297,5.33599996566772,0.9910123944282528,0.17217046022415197,0.11980327218771002,5.1610000000000005,0.8220000000000001,0.13,0.134,4.906000000000001,0.8370000000000001,0.11,0.13,4.395,0.89,0.079,0.705
73,Montenegro,Central and Eastern Europe,5.192,0.9743799999999999,0.1614,0.14296,5.1610000000000005,1.07838,0.17190999999999998,0.12721,5.23699998855591,1.12112903594971,0.197911024093628,0.0881741940975189,5.347,1.0170000000000001,0.111,0.081,5.523,1.051,0.142,0.08,5.581,1.155,0.166,0.812
74,China,Eastern Asia,5.14,0.89012,0.08185,0.02781,5.245,1.0278,0.049589999999999995,0.02745,5.2729997634887695,1.08116579055786,0.0288068410009146,0.0227942746132612,5.246,0.9890000000000001,0.028999999999999998,0.10300000000000001,5.191,1.0290000000000001,0.057999999999999996,0.1,5.3389999999999995,1.061,0.09300000000000001,0.755
75,Zambia,Sub-Saharan Africa,5.129,0.47038,0.19591,0.12468,4.795,0.61202,0.17865999999999999,0.11479,4.513999938964839,0.6364067792892459,0.249580144882202,0.0782135501503944,4.377,0.562,0.221,0.08199999999999999,4.107,0.578,0.247,0.087,4.073,0.528,0.22699999999999998,0.823
76,Romania,Central and Eastern Europe,5.124,1.04345,0.13748,0.006490000000000001,5.528,1.1697,0.12889,0.006790000000000001,5.824999809265139,1.21768391132355,0.133519917726517,0.0043879006989300294,5.945,1.1159999999999999,0.08800000000000001,0.001,6.07,1.162,0.083,0.005,6.14,1.275,0.045,0.938
77,Serbia,Central and Eastern Europe,5.122999999999999,0.92053,0.19230999999999998,0.02617,5.1770000000000005,1.03437,0.20736999999999997,0.04339,5.39499998092651,1.06931757926941,0.22012588381767298,0.0409037806093693,5.398,0.975,0.134,0.043,5.603,1.004,0.13699999999999998,0.039,6.077999999999999,1.101,0.18899999999999997,0.835
78,Portugal,Western Europe,5.102,1.15991,0.13719,0.01078,5.122999999999999,1.27607,0.11690999999999999,0.01521,5.19500017166138,1.3151752948761002,0.0951027125120163,0.0158694516867399,5.41,1.188,0.055,0.017,5.693,1.2209999999999999,0.047,0.025,5.928999999999999,1.3230000000000002,0.028999999999999998,0.887
79,Latvia,Central and Eastern Europe,5.098,1.11312,0.18225999999999998,0.06332,5.56,1.2178799999999999,0.17445,0.0889,5.849999904632571,1.26074862480164,0.153074786067009,0.0738427266478539,5.933,1.148,0.092,0.066,5.94,1.187,0.075,0.064,6.032,1.285,0.08199999999999999,0.8
80,Philippines,Southeastern Asia,5.073,0.70532,0.24991,0.12279000000000001,5.279,0.81217,0.21674000000000002,0.11757000000000001,5.42999982833862,0.85769921541214,0.193513423204422,0.0993318930268288,5.524,0.775,0.12,0.105,5.631,0.807,0.11699999999999999,0.107,5.88,0.853,0.125,0.742
81,Morocco,Middle East and Northern Africa,5.013,0.7347899999999999,0.07172,0.08546000000000001,5.151,0.8405799999999999,0.040530000000000004,0.08404,5.2350001335144,0.8781145811080929,0.0322099551558495,0.0877631828188896,5.254,0.779,0.026000000000000002,0.07400000000000001,5.207999999999999,0.8009999999999999,0.036000000000000004,0.076,4.918,0.792,0.034,0.8009999999999999
82,Albania,Central and Eastern Europe,4.959,0.8786700000000001,0.14272,0.06412999999999999,4.655,0.9553,0.1684,0.05301,4.64400005340576,0.996192753314972,0.20131294429302202,0.0398642159998417,4.586,0.9159999999999999,0.149,0.032,4.718999999999999,0.9470000000000001,0.17800000000000002,0.027000000000000003,5.117,1.008,0.168,0.9009999999999999
83,Bosnia and Herzegovina,Central and Eastern Europe,4.949,0.8322299999999999,0.24808000000000002,0.00227,5.162999999999999,0.9338299999999999,0.29889,0.0,5.18200016021729,0.982409417629242,0.328867495059967,0.0,5.129,0.915,0.21600000000000003,0.0,5.386,0.945,0.263,0.006,5.813,1.032,0.261,0.9309999999999999
